日本語,日本語の読み方,タイ語,Add Reverse
賄賂,わいろ,สินบน,y
資する,しする,ช่วยเหลือ,
資金洗浄,しきせんじょう,การฟอกเงิน,y
賛同,さんどう,การเห็นชอบ การอนุมัติ การสนับสนุน,y
賛否両論,さんぴりょうろん,（四字熟語） การมีความเห็นทั้งเห็นด้วยและไม่เห็นด้วย,y
質疑,しつぎ,คำถาม,
質素,しっそ,อย่างเรียบง่าย,
質量,しつりょう,มวล (ฟิสิกส์),y
起因する,きいんする,เกิดมาจาก สืบเนื่องมาจาก,
起死回生,きしかいせい,（四字熟語）พลิกฟื้นจากสถานการณ์สิ้นหวังมาได้อย่างปาฏิหาริย์,y
起点,きてん,จุดเริ่มต้น,
超伝導状態,ちょうでんどうじょうたい,สภาพนำยวดยิ่ง,y
超越,ちょうえつ,การเป็นเลิศ ยอดเยี่ยมเหนือทั่วไป อยู่เหนือกว่า,y
足を引っ張る,あしをひっぱる,ขัดขา ขัดขวาง เป็นอุปสรรค,y
跪く,ひざまずく,คุกเข่า,y
跪座,きざ,การนั่งท่าเทพบุตร นั่งบนส้นเท้า,y
路肩,ろかた,ไหล่ทาง,y
踊り場,おどりば,ชานพักบันได,y
踝,くるぶし,ข้อเท้า ตาตุ่ม,y
身の丈,みのたけ,ความพอดีตัว ไม่เกินความสามารถ,y
身の丈を知る,みのたけをしる,รู้จักพอดี เจียมตัว รู้จักประมาณตัว,y
身も蓋もない,みもふたもない,พูดจาขวานผ่าซาก พูดตรง ๆ (身),y
軒並み,のきなみ,ทุก ๆ แห่ง ทุก ๆ ที่ ไม่ว่าที่ไหนก็เหมือน ๆ กัน,y
軒先,のきさき,หน้าบ้าน ริมชายคา,y
軽んじる,かろんじる,ประมาท สะเพร่า ละเลยความสำคัญ (和語),y
輪っか,わっか,วงแหวน,y
輸血,ゆけつ,การให้เลือด,y
辿る,たどる,ตามรอย,
迅速に,じんそくに,อย่างฉับไว,y
迫る,せまる,เข้าใกล้ ประชิด บีบบังคับ,y
迫力,はくりょく,พลัง อำนาจ,
迸る,ほとばしる,ไหลทะลักออกมา,y
逆らう,さからう,ฝืนกฎ แหกกฎ ขัดแย้ง,
逆境,ぎゃっきょう,อุปสรรค ความยากลำบาก,y
逆流性食道炎,ぎゃくりゅうせいしょくどうえん,กรดไหลย้อน,y
造詣,ぞうけい,แตกฉาน,y
連中,れんちゅう,พรรคพวก,y
連盟,れんめい,สมาพันธ์ สภา สหพันธ์ สมาคม,y
逸れる,それる,คลาดเคลื่อน หักเห ไปทางอื่น (～る),y
逸話,いつわ,เรื่องเล็ก ๆ น้อย ๆ,
運勢,うんせい,โชคชะตา,
過保護,かほご,เลี้ยงดูอย่างทะนุถนอนมากเกินไป,y
過信,かしん,เชื่อมั่นมากเกินไป มั่นใจมากเกินไป,y
過剰,かじょう,มากเกินไป มากเกินควร,
過疎,かそ,มีประชากรเบาบาง,y
遠方,えんぽう,แดนไกล,y
遮る,さえぎる,ขวางกั้น กั้น,
遮断,しゃだん,การปิดกั้น,y
遺失,いしつ,การทำตกหล่นสูญหาย,
遺志,いし,เจตนารมณ์ของผู้ตาย ความประสงค์ของผู้ตาย,y
郷里,きょうり,บ้านเกิด (!ふ!こ),y
配属,はいぞく,การแบ่งหน้าที่ การจัดคนทำงานหรือกองกำลัง,y
配慮,はいりょ,คำนึงถึง,
酸素,さんそ,ออกซิเจน,y
釈放,しゃくほう,ปล่อยตัว,
重篤,じゅうとく,ป่วยร้ายแรง อาการหนัก,y
野党,やとう,พรรคร่วมฝ่ายค้าน,y
金婚式,きんこんしき,การฉลองแต่งงานครบรอบ ๕๐ ปี,y
金槌,かなづち,ค้อน,y
金縛り,かなしばり,ผีอำ,y
金融,きんゆう,การเงิน,y
針小棒大,しんしょうぼうたい,（四字熟語） พูดเกินจริง พูดเวอร์,y
鉤括弧,かぎかっこ,วงเล็บมุม「」,y
鉱脈,こうみゃく,สายแร่ แนวแร่ในหิน,y
銅鑼,どら,ฆ้อง,y
鋼,はがね,เหล็กกล้า,y
鋼鉄,こうてつ,เหล็ก,
錠前,じょうまえ,กลอน (ประตู),y
錠剤,じょうざい,ยาเม็ด,y
鍛錬,たんれん,การฝึกฝน การขัดเกลา การตีดาบ/โลหะ,y
鍬,くわ,จอบ เสียม คราด,y
鎧,よろい,เกราะ,y
長所,ちょうしょ,ข้อดี ข้อได้เปรียบ จุดเด่น,
長針,ちょうしん,เข็มยาว (นาฬิกา),y
閏年,うるうどし,ปีอธิกสุรทิน,y
間隔,かんかく,ระยะห่าง ช่องไฟ,y
防疫,ぼうえき,การป้องกันโรคระบาด,y
降参,こうさん,การยอมแพ้,
降順,こうじゅん,เรียงจากมากไปน้อย,y
陣営,じんえい,ค่าย แคมป์ หลักแหล่ง,
陥る,おちいる,ตกอยู่ใน(สถานะ~) ติดกับ,y
陽子,ようし,โปรตอน,y
隅付き括弧,すみつきかっこ,วงเล็บ【】,y
際どい,きわどい,เสี่ยง อันตราย,y
際立つ,きわだつ,โดดเด่น แตกต่างอย่างเห็นได้ชัด,y
隠蔽,いんぺい,ปิดบัง อำพราง,y
集中治療室,しゅうちゅうちりょうしつ,ห้องไอซียู,y
雇用市場,こよういちば,ตลาดแรงงาน,y
雑木林,ぞうきばやし,ป่าเบญจพรรณ,y
雑然,ざつぜん,สับสน วุ่นวาย ยุ่งเหยิง ไม่เป็นระเบียบ,
雑穀,ざっこく,ธัญญาหาร ธัญพืช,y
雑草,ざっそう,วัชพืช,y
零細企業,れいさいきぎょう,ธุรกิจขนาดย่อม,y
電光石火,でんこうせっか,（四字熟語） รวดเร็วปานสายฟ้าแลบ,y
電子,でんし,อิเล็กตรอน,y
電磁波,でんじは,คลื่นแม่เหล็กไฟฟ้า,y
霜,しも,เหมยขาบ,y
露,つゆ,น้ำค้าง,y
青天白日,せいてんはくじつ,（四字熟語） บริสุทธิ์ผุดผ่อง ไร้มลทิน,y
青酸,せいさん,กรดไฮโดรไซยานิค,y
非可逆圧縮,ひかぎゃくあっしゅく,(en: lossy compression),y
非営利,ひえいり,ไม่แสวงหาผลกำไร,y
非対称,ひたいしょう,อสมมาตร,y
非正規品,ひせいきひん,สินค้าไม่แท้ ผิดลิขสิทธิ์,y
非行,ひこう,การประกฤติไม่ดี,
面従腹背,めんじゅうふくはい,（四字熟語） หน้าไว้หลังหลอก หน้าซื่อใจคด,y
革新,かくしん,การปฏิรูป การเปลี่ยนระบบใหม่,y
預金,よきん,เงินฝาก,y
領空侵犯,りょうくうしんぱん,การรุกล้ำเขตน่านฟ้า,y
頭蓋骨,ずがいこつ,หัวกะโหลก,y
類似,るいじ,คล้ายคลึงกัน,
顧みる,かえりみる,มองย้อนหลัง,y
顧問,こもん,ที่ปรึกษาขององค์กร,y
風化,ふうか,การสึกกร่อน การเสื่อมสลายไปตามกาลเวลา,y
風潮,ふうちょう,แนวโน้มของสังคม เทรนด์ กระแส,y
風紀,ふうき,กฎเกณฑ์ศีลธรรมในสังคม,
飛躍的,ひやくてき,อย่างก้าวกระโดด,y
食い違い,くいちがい,การไม่ลงรอยกัน,
飴と鞭,あめとむち,ไม้อ่อนและไม้แข็ง รางวัลและลงโทษ,y
養う,やしなう,เลี้ยงดู อุปการะ อบรม ฝึกฝน ให้เติบใหญ่,y
養蚕,ようさん,การเลี้ยงไหม,y
饒舌,じょうぜつ,พูดมาก ช่างพูด,y
高所恐怖症,こうしょきょうふしょう,โรคกลัวความสูง,y
高潔,こうけつ,ผู้ใจดี จิตใจสูงส่งงดงาม,
高等裁判所,こうとうさいばんしょ,ศาลอุธรณ์ (ญี่ปุ่น),y
鬼退治,おにたいじ,การปราบยักษ์,y
魔女狩り,まじょがり,ล่าแม่มด,y
鱗,うろこ,เกล็ด (หนังสัตว์),y
鳶が鷹を生む,とんびがたかをうむ,(สำนวน) ลูกที่เจริญก้าวหน้าเป็นใหญ่เป็นโตกว่าบุพการีตน,y
鵜呑みにする,うのみにする,การกลืนโดยไม่เคี้ยว การรับสารโดยไม่พิจารณาหรือตั้งข้อสงสัย,y
麦粒腫,ばくりゅうしゅ,ตากุ้งยิง (漢語),y
麦芽,ばくが,ข้าวมอลต์,y
麻薬密売,まやくみつばい,การค้ายาเสพติด,y
麻酔,ますい,ยาสลบ ยาชา,y
黄金分割,おうごんぶんかつ,อัตราส่วนทองคำ,y
黎明,れいめい,เวลาใกล้รุ่ง รุ่งอรุณ,y
黎明期,れいめいき,ยุคเริ่มต้นของสิ่งใหม่ ๆ,y
齷齪,あくせく,ทำงานงก ๆ (ยุ่งมาก),y
